movie_id,actor_id,role
2374,5773,Rocco
2374,421,Il Duce
2376,1995,Karl
2376,904,Paul Prentice
2376,150,Pamela
2376,5775,Jean
2376,5776,Alison
2377,519,Richard
2377,1419,Sal
2377,5777,Hustler
2377,5778,Hotel Receptionist
2377,5779,Françoise
2378,5250,Laura Brandston
2378,1262,Snowplowman
2378,1100,Lane Leonard
2378,5162,Hal Brandston
2378,908,Tom Brandston
2379,64,Tigger
2379,5780,Roo
2379,5781,Rabbit
2379,2629,Piglet
2379,5782,Eeyore
2380,5786,Teacher Gao
2380,5785,Village Chief
2380,5787,Sun Zhimei
2380,5783,Wei Minzhi
2380,5784,Zhang Huike
2381,3641,Police Lt. Leonard Diamond
2381,2232,Mr. Brown
2381,5788,Susan Lowell
2381,5789,Joe McClure
2381,5790,Police Capt. Peterson
2382,2336,Judd
2382,5791,Harvey Wood
2382,4906,Miss Hattie
2382,4557,Faye
2382,5792,Roy
2383,5795,Gillian Blanchard
2383,5794,Denham
2383,5796,Mrs. Dare
2383,2999,Mark Thackeray
2383,5793,Pamela Dare
2384,3059,Seth Davis
2384,5046,Chris Varick
2384,287,Abbie Halpert
2384,754,Greg Weinstein
2384,4534,Richie OFlaherty
2385,3540,Carolyn Fry
2385,4527,William J. Johns
2385,5046,Richard B. Riddick
2385,180,Abu Imam al-Walid
2385,5797,Paris P. Ogilvie
2386,688,Cynthia
2386,5625,Frankie Figs
2386,1964,Sophie
2386,142,Jimmy Tudeski
2386,3064,Oz Oseransky
2387,5798,Youth with Mobile Phone
2387,5799,Croat
2387,5800,Bus Driver
2387,5801,Serb
2387,5802,Nora Thornton
2388,4864,Zeke
2388,290,Jerry
2388,270,Smokey
2388,1446,Bobby Joe
2388,2460,Eddie Johnson
2389,5806,A Magician
2389,5805,Rex - A Tight Rope Walker
2389,5804,The Circus Proprietor
2389,5803,The Proprietorsr
2389,2807,A Tramp
2390,2807,A Tramp
2390,5807,A Blind Girl
2390,5808,The Blind Girls Grandmother
2390,5809,An Eccentric Millionaire
2390,5804,The Millionaires Butler
2391,1500,Nikki Willis
2391,5810,Ruth Willis
2391,493,Phil Brody
2391,195,Jeffrey Willis
2391,804,Arthur Willis
2392,2807,A Tramp
2392,5811,The Woman
2392,5812,The Child
2392,5813,The Man
2392,5814,Car Thief
2393,2337,Jim Fallon
2393,5815,Alicia Chadwick
2393,5816,Daisy Fisher
2393,2209,Walter Yukon Burns
2393,5817,Frenchy LeCroix
2394,4529,Nick Cassidy
2394,2287,Ashley
2394,5818,The Alamo
2394,637,Rudy Duncan
2394,533,Gabriel
2395,51,Grady Tripp
2395,3255,James Leer
2395,1599,Sara Gaskell
2395,184,Terry Crabtree
2395,3841,Hannah Green
2396,553,President Walter Emerson
2396,383,Marshall Thompson
2396,5819,Gayle Redford
2396,5820,Katie
2396,5821,Harvey
2397,197,Bobby
2397,1189,Rona
2397,1773,Ellen
2397,99,Chief Rash
2397,1903,Mona Dearly
2398,1284,Abbie Reynolds
2398,365,Robert Whittaker
2398,1292,Ben Cooper
2398,198,Elizabeth Ryder
2398,4769,Kevin Lasater
2399,898,Harold Anderson
2399,52,Susan
2399,482,Roland Jones
2399,33,Perry Gordon
2399,689,Graydon
2400,5826,
2400,5825,
2401,690,Ghost Dog
2401,2775,Ray Vargo
2401,5827,Louie
2401,5379,Sonny Valerio
2401,5828,Chinese Restaurant Owner
2402,2456,Wilma Dean Loomis
2402,896,Bud Stamper
2402,1567,Ace Stamper
2402,5829,Mrs. Loomis
2402,5830,Ginny Stamper
2403,5834,Don Sylvester
2403,4903,Mr. Chrystal
2403,5833,Billy
2403,5831,Bobby Chrystal
2403,5832,Terry Green
2404,2057,Frank McCloud
2404,3814,Johnny Rocco
2404,2816,Nora Temple
2404,2199,James Temple
2404,2429,Gaye Dawn
2405,1864,Unteroffizier Feldwebel (S
2405,3858,Hauptmann  Stransky
2405,2047,Oberst  Brandt
2405,1212,Hauptmann  Kiesel
2405,5835,Unteroffizier  Krüger
2406,5839,Capt. Robbins
2406,5838,Janet Lawton
2406,2147,Dr. Eric Vornoff
2406,5836,Lobo
2406,5837,Lt. Dick Craig
2407,5840,Billie Dawn
2407,1586,Paul Verrall
2407,3636,Harry Brock
2407,5841,Jim Devery
2407,5842,Eddie
2408,5844,Mr. Columbato
2408,5843,Doctor Weiss
2408,5845,Hannah Rourke
2408,70,Birdy
2408,116,Al Columbato
2409,1331,Robin Shea
2409,700,Billy Moran
2409,71,James Tiernan
2409,5846,Peter Moran
2409,5847,Alexandra Tiernan
2410,5848,Det. Pete Thornton
2410,5849,Fuad Ramses
2410,5850,Suzette Fremont
2410,5851,Mrs. Dorothy Fremont
2410,5852,Frank - police captain
2411,5855,Drunk
2411,5854,Mike
2411,5853,Ootek
2411,1074,Rosie
2411,3883,Farley Mowat
2412,3640,Pearl White
2412,5856,Michael Farrington
2412,5857,Mr. Timmy Timmons
2412,5308,George Mac McGuire
2412,5858,Julia Gibbs
2413,5860,Beneatha Younger
2413,2945,Ruth Younger
2413,5861,Asagai
2413,2999,Walter Lee Younger
2413,5859,Lena Younger
2414,5850,Terry Adams
2414,5848,Tom White
2414,5862,Mayor Buckman
2414,5863,Bea Miller
2414,5864,Lester MacDonald
2415,853,Woody Blake
2415,533,Jim McConnell
2415,573,Luke Graham
2415,4347,Terri Fisher
2415,1897,Phil Ohlmyer
2416,1119,The Girl
2416,1407,Liana Telfer
2416,5865,Baroness Kessler
2416,372,Dean Corso
2416,71,Boris Balkan
2417,431,Daniel Miller
2417,416,Julia
2417,554,Bob Diamond
2417,5866,Agency Head
2417,5867,Jeep Owner
2418,5868,Dave Stohler
2418,685,Mike
2418,1268,Cyril
2418,5869,Moocher
2418,5870,Evelyn Stohler - Mom
2419,5872,Opal Fleener
2419,5871,Cletus
2419,2997,Myra Fleener
2419,97,Coach Norman Dale
2419,725,Shooter
2420,723,Crash Davis
2420,156,Annie Savoy
2420,853,Ebby Calvin Nuke LaLoosh
2420,5873,Skip
2420,1130,Larry
2421,5875,Margaret
2421,26,Sonny
2421,2678,Sal
2421,2400,Sylvia
2421,5874,Mulvaney
2422,5877,Laurie
2422,3883,Terry
2422,5399,John
2422,257,Curt
2422,5876,Steve
2423,1813,Dix Handley
2423,2128,Alonzo D. Emmerich
2423,2011,Doll Conovan
2423,1973,Gus Minissi
2423,2363,Doc Erwin Riedenschneider
2424,2222,Ethan Edwards
2424,5878,Martin Pawley
2424,2673,Laurie Jorgensen
2424,2687,Rev. Capt. Samuel Johnston Clayton
2424,2456,Debbie Edwards - Age 15
2425,2185,Rufus Hannassey
2425,1882,Steve Leech
2425,2071,James McKay
2425,4995,Julie Maragon
2425,2182,Patricia Terrill
2426,810,Katie Phillips
2426,1488,Gary Simmons
2426,1555,Michael Carnes
2426,3645,Gladys Simmons
2426,1354,Shorty
2427,5880,Pauline
2427,5116,Mary 
2427,5881,Locke 
2427,5879,Woody Guthrie
2427,5215,Ozark Bule
2428,2543,Jan Horak
2428,2191,Emil Czaka
2428,5789,Dr. Franticek Svoboda
2428,2246,Prof. Stephen Novotny
2428,3624,Masha Novotny
2429,2071,Cmdr. Dwight Lionel Towers
2429,4693,Moira Davidson
2429,2018,Julian Osborn
2429,2672,Lt. Peter Holmes
2429,5882,Mary Holmes
2430,804,Grey
2430,5883,Brown
2430,11,Lt. Garber
2430,2699,Blue
2430,2025,Green
2431,1,Lawrence Bourne III
2431,550,Tom Tuttle from Tacoma
2431,1486,Beth Wexler
2431,5140,John Reynolds
2431,4454,At Toon
2432,723,Jim Garrison
2432,673,Lee Harvey Oswald
2432,12,Jack Martin
2432,11,Senator Long
2432,5884,Rose Cheramie
2433,5140,Vince Barnes
2433,1733,P.J. Downing
2433,805,Eliot Draisen
2433,550,Harry Crumb
2433,4083,Helen Downing
2434,1271,George Henderson
2434,5116,Nancy Henderson
2434,5885,Sarah Henderson
2434,5886,Ernie Henderson
2434,5887,Harry
2435,2625,Willie Tuttle
2435,2615,Walter Faraday
2435,5888,Justin Kronk
2435,157,Glendon Wasey
2435,1284,Gloria Tatlock
2436,1284,Nikki Finn
2436,2873,Loudon Trott
2436,4081,Wendy Worthington
2436,5889,Simon Worthington
2436,5890,Mrs. Worthington
2437,416,Mary Fisher
2437,548,Ruth
2437,1446,Bob
2437,209,Hooper
2437,3664,Mrs. Fisher
2438,4360,Ed Winston
2438,1670,Angel
2438,5892,George
2438,5891,Jim Sanders
2438,1544,Patty Winston
2439,976,Nadia Gates
2439,142,Walter Davis
2439,1178,David Bedford
2439,2724,Judge Harold Bedford
2439,5893,Harry Gruen
2440,357,Vernon Hightower
2440,976,Nadine Hightower
2440,554,Buford Pope
2440,5894,Vera
2440,258,Renée Lomax
2441,424,The Great Gonzo
2441,5896,Scooter
2441,3954,Floyd Pepper
2441,5895,Kermit the Frog
2441,3405,Miss Piggy
2442,5895,Kermit the Frog
2442,3405,Miss Piggy
2442,424,The Great Gonzo
2442,3954,Floyd Pepper
2442,5896,Scooter
2443,5895,Kermit the Frog
2443,3405,Miss Piggy
2443,424,Gonzo
2443,3953,Rizzo the Rat
2443,5896,Scooter
2444,5898,Feathered Friends Magistrate
2444,5896,Gladys the Cow
2444,3405,Cookie Monster
2444,5897,Big Bird
2444,5895,Kermit the Frog
2445,482,Rex
2445,3052,Dweeb
2445,5899,Buster
2445,552,Mother Bird
2445,5900,Vorb
2446,2943,George Loomis
2446,1106,Susan Matthews-Loomis
2446,426,Dr. Eric Kiviat
2446,1479,Nigel Jenkins
2446,5901,Cephu
2447,2032,Maude Young
2447,3128,Gifford Rogers
2447,5902,Annette Sturges
2447,2166,Richard Ward Sturges
2447,2245,Julia Sturges
2448,5903,Second Office
2448,5904,Mr. Clarke
2448,5905,Maj. Arthur Peuchen
2448,5330,Mrs. Liz Lucas
2448,5906,Capt. Arthur Rostron
2449,2071,Capt. Horatio Hornblower R.N
2449,3633,Lady Barbara Wellesley
2449,5907,Lt. William Bush
2449,5908,Lt. Crystal
2449,5909,2nd Lt. Gerard
2450,5912,Donald
2450,5911,Rosalind
2450,375,Erin Brockovich
2450,732,Ed Masry
2450,5910,Dr. Jaffe
2451,3187,Alex Browning
2451,5913,Clear Rivers
2451,5914,Carter Horton
2451,5915,Valerie Lewton
2451,3409,Agent Weine
2452,5917,Bill
2452,5916,The Bear Cub
2452,5918,Le chasseur aux chiens
2452,3149,Tom
2452,3232,The Kodiak Bear
2453,1586,Mark Elliott
2453,2242,Dr. Han Suyin
2453,5633,Humphrey Palmer-Jones
2453,5919,Adeline Palmer-Jones
2453,5920,Dr. John Keith
2454,2698,Printery Director
2454,5921,Natalya
2454,5922,Aleksei - Five Years Old
2454,5923,Ignat
2454,646,The Father
2455,5926,Prof. Elihu Prudence
2455,5633,Humble Bellows
2455,5925,Consuelo
2455,5924,Ojo
2455,2708,Capt. Vallo 
2456,156,Louise
2456,69,Thelma
2456,290,Hal
2456,587,Jimmy
2456,298,Darryl
2457,5927,Grandpa Sam
2457,4171,Judge Henry T. Fleming
2457,5121,Jay Porter
2457,26,Arthur Kirkland
2457,1091,Judge Francis Rayford
2458,2675,John Blutarsky
2458,1374,Katy
2458,907,Larry Kroger
2458,5928,Kent Dorfman
2458,1809,Doug Neidermeyer
2459,5929,Nola Darling
2459,5930,Jamie Overstreet
2459,5931,Greer Childs
2459,1665,Mars Blackmon
2459,5932,Opal Gilstrap
2460,5933,Rachel Meadows
2460,1353,Jane Toussaint
2460,5934,President McPherson
2460,863,Dap Dunlap
2460,683,Julian Big Brother Almighty Eaves
2461,400,Sal
2461,2406,Da Mayor
2461,2945,Mother Sister
2461,5935,Vito
2461,683,Buggin Out
2462,565,Bleek Gilliam
2462,1665,Giant
2462,92,Shadow Henderson 
2462,683,Left Hand Lacey 
2462,5936,Butterbean Jones
2463,2945,Lucinda Purify
2463,2406,The Good Reverend Doctor Purify
2463,1665,Cyrus
2463,92,Flipper Purify
2463,537,Angie Tucci
2464,415,Coogan
2464,2628,Lt. McElroy
2464,2295,Julie Roth
2464,5937,Linny Raven
2464,2898,James Ringerman
2465,29,Billy Flynn
2465,363,Annie
2465,5938,T.J. Flynn
2465,1091,Jackie
2465,3961,Mike
2466,5940,Sam Kreutzer
2466,5939,Jack Toby
2466,5019,Frank Ochoa
2466,2643,Paul Kersey
2466,3940,Joanna Kersey
2467,2643,Paul Kersey
2467,5941,Geri Nichols
2467,5019,Det. Frank Ochoa
2467,2794,New York D.A.
2467,5479,Herman Baldwin
2468,2643,Paul Kersey
2468,5942,Kathryn Davis
2468,4029,Richard Shriker
2468,2025,Bennett
2468,5943,Fraker
2469,5947,Chuck Paconi
2469,5946,Sal Paconi
2469,2643,Paul Kersey
2469,5944,Olivia Regent
2469,5945,Tommy OShea
2470,2051,Walter Neff
2470,2245,Phyllis Dietrichson
2470,3814,Barton Keyes
2470,5948,Nino Zachetti
2470,2192,Mr. Jackson
2471,4546,Estelle Whittier
2471,995,Gordon
2471,2291,Richard Geddes
2471,375,Hilary ONeil
2471,1164,Victor Geddes
2472,5953,Sir D.
2472,5952,Jazz
2472,5949,Johnny
2472,5950,Kathy
2472,5951,Singer at First Club
2473,5954,April ONeil
2473,662,Casey Jones
2473,5955,Raphael 
2473,5956,Leonardo
2473,5957,Leonardo
2474,5959,Donatello
2474,5960,Raphael
2474,2264,April ONeil
2474,1212,Professor Jordon Perry
2474,5958,Michelangelo
2475,662,Casey Jones
2475,2264,April ONeil
2475,785,Walker
2475,1026,Lord Norinaga
2475,3162,Mitsu
2476,702,Jed
2476,4011,Robert
2476,2780,Erica
2476,1340,Matt
2476,5961,Daryl
2477,5963,J.L.
2477,5964,Carlos
2477,386,Nikki
2477,514,Joe
2477,5962,Ruben
2478,41,Frank
2478,1698,Jackson
2478,5965,Janice
2478,5966,Helmer
2478,690,Rawlins
2479,3951,Donald Phelps
2479,2930,Tommy Ludlow
2479,1203,Michael Reisler
2479,363,Laura Mars
2479,540,John Neville
2480,2211,Wang
2480,3618,O-Lan
2480,2036,Uncle
2480,5967,Lotus
2480,5567,Old Father
2481,6,Adrian Cronauer
2481,690,Edward Garlick
2481,5968,Tuan
2481,5969,Trinh
2481,2860,Lt. Steven Hauk
2482,1585,Frank - Grandfather
2482,2645,W. O. Muth
2482,2822,Eleanor - Grandmother
2482,22,Anna Dunlop
2482,438,Leo Cutter
2483,12,John Gustafson
2483,11,Max Goldman
2483,13,Ariel Truax
2483,15,Grandpa Gustafson
2483,697,Melanie
2484,2136,Matt Drayton
2484,2999,John Prentice
2484,897,Christina Drayton
2484,5970,Joey Drayton
2484,5971,Monsignor Ryan
2485,388,Isaak ODay
2485,3385,Kai
2485,560,Mac
2485,4826,Han Sing
2485,5972,Trish ODay
2486,4796,Kelley Morse
2486,5973,Samantha Cavanaugh
2486,3994,Jasper Arnold
2486,1272,Malcolm Arnold
2486,417,Betsy Arnold
2487,5974,Ryan
2487,5975,Maggie
2487,4607,Ashley
2487,5976,Dunleavy
2487,5977,Floyd
2488,5982,Little Sister
2488,5981,Big Sister
2488,5979,Mohammad
2488,5980,Grandma
2488,5978,Father
2489,2417,Fielding Pierce
2489,5983,TV Newsman at Bombing
2489,5984,Francisco Higgens
2489,5985,Gisela Higgens
2489,1140,Sarah Williams
2490,5986,Claire
2490,929,Mary
2490,2382,Dr. Polidori
2490,218,Byron
2490,118,Shelley
2491,5987,Ralph
2491,5988,Jack
2491,5989,Piggy
2491,5990,Roger
2491,5991,Simon
2492,2807,A Factory Worker
2492,2119,A Gamin
2492,5992,Cafe Proprietor
2492,5993,Big Bill
2492,5994,Mechanic
2493,1143,Father Baragone
2493,4500,Holly Parrish
2493,5995,Megan Fairchild Bartlet
2493,12,Harvey Fairchild
2493,2352,Gillian Fairchild
2494,184,Thomas Reilly
2494,4443,Harrison Winslow
2494,1123,Penny Washington
2494,687,Julia
2494,30,Milo Peck
2495,927,Hud Bannon
2495,2145,Homer Bannon
2495,2023,Alma Brown
2495,5996,Lonnie Bannon
2495,2541,Mr. Burris
2496,5997,Charlie Burns
2496,1388,Bert Gordon
2496,324,Sarah Packard
2496,927,Eddie Felson
2496,4502,Minnesota Fats
2497,2136,Henry Drummond
2497,3632,Matthew Harrison Brady
2497,2008,E. K. Hornbeck
2497,5998,Bertram T. Cates
2497,5882,Rachel Brown
2498,5999,Dersu Uzala
2498,6000,Arsenev
2498,6001,Otryad Arseneva
2498,6002,Otryad Arseneva
2498,6003,Otryad Arseneva
2499,1314,David Laughlin
2499,5116,Jillian Guiler
2499,6005,Ronnie Neary
2499,6004,Claude Lacombe
2499,257,Roy Neary
2500,3643,George Eastman
2500,2138,Angela Vickers
2500,1841,Alice Tripp
2500,3635,Hannah Eastman
2500,6006,Earl Eastman
2501,566,Michael
2501,400,Louis
2501,1839,Paul
2501,853,Jacob
2501,1870,Jezzie
2502,914,Joe Reaves
2502,1667,Jane
2502,2978,Rex Manning
2502,1290,Lucas
2502,6007,A.J.
2503,1668,Ritchie Valens
2503,922,Bob Morales
2503,6008,Connie Valenzuela
2503,1870,Rosie Morales
2503,618,Donna Ludwig
2504,3658,Imperius
2504,137,Isabeau
2504,35,Bishop
2504,1150,Gaston
2504,1489,Navarre
2505,6009,Lucas
2505,3809,Maggie
2505,1340,Cappie
2505,6010,Alise
2505,199,Rina
2506,399,Rob Gordon
2506,6011,Laura
2506,6012,Dick
2506,477,Barry Judd
2506,4395,Marie De Salle
2507,923,Chief
2507,605,Tzekel-Kan
2507,1144,Chel
2507,806,Tulio
2507,447,Miguel
2508,2293,Luke McNamara
2508,3439,Caleb Mandrake
2508,3461,Will Beckford
2508,6013,Chloe
2508,298,Martin Lombard
2509,2222,Cole Thornton
2509,2425,El Dorado Sheriff J.P. Harrah
2509,1307,Mississippi
2509,6014,Maudie
2509,6015,Dr. Miller
2510,1470,Granny Wendy
2510,62,Smee
2510,375,Tinkerbell
2510,6,Peter Banning
2510,951,Captain Hook
2511,3971,Prof. Sir Alexander Saxton
2511,4843,Dr. Wells
2511,6016,Father Pujardov
2511,6017,Countess Irina Petrovska
2511,6018,Inspector Mirov
2512,3053,McBride
2512,6020,OBrien
2512,2630,Witherspoon
2512,2907,Casey Meadows
2512,6019,Battle
2513,2222,Rooster Cogburn
2513,1993,Mattie Ross
2513,6021,La Boeuf
2513,6022,Emmett Quincy
2513,674,Ned Pepper
2514,235,Joe Mosely
2514,6023,Sam
2514,6024,Dave Coleman
2514,6025,Stripper
2514,6026,Bartender
2515,6028,Jenny
2515,2231,Lady Emily
2515,6029,Sushila
2515,2050,Madame Sousatzka
2515,6027,Manek Sen
2516,6030,Billy Hayes
2516,6031,Susan
2516,6032,Tex
2516,6033,Rifki
2516,3966,Hamidou
2517,1307,Paul Sheldon
2517,788,Annie Wilkes
2517,5361,Buster
2517,6034,Virginia
2517,2816,Marcia Sindell
2518,6035,Susan
2518,870,Annie Wells
2518,1435,Elaine
2518,809,Buddy Young Jr.
2518,410,Stan
2519,253,Emma Moriarty
2519,1163,Murphy Jones
2519,1821,Bobby Jack Moriarity
2519,6009,Jake Moriarity
2519,6036,Freeman Coverly
2520,1169,Bob Jones
2520,194,Gail Jones
2520,750,Paul Ivanovich
2520,2283,Theresa
2520,4484,Bill Ivanovich
2521,2698,Nik Kelvin - Kris Father
2521,6040,Anri Burton - Pilot
2521,6039,Doctor Snaut - Cyberneticist
2521,6038,Kris Kelvin
2521,6037,Hari Kelvin
2522,363,Diana Christensen
2522,1586,Max Schumacher
2522,6041,Howard Beale
2522,674,Frank Hackett
2522,6042,Nelson Chaney
2523,6044,Charlotte Caulder
2523,6043,Seth Maxwell
2523,6045,Jo Bob Priddy
2523,1141,Phillip Elliott
2523,236,Coach Johnson
2524,12,Felix Ungar
2524,11,Oscar Madison
2524,2629,Vinnie
2524,5214,Murray
2524,6046,Roy
2525,415,Josey Wales
2525,6047,Laura Lee
2525,5477,Lone Watie
2525,4487,Captain Terrill
2525,3885,Captain Fletcher
2526,4534,Scotty
2526,4786,Greta
2526,184,Terry Donager
2526,459,Mark Clear
2526,6048,Dean Carter
2527,685,Frank Sullivan
2527,4513,John Sullivan
2527,6049,Jack Shepard
2527,6050,Julia Sullivan
2527,2407,Satch DeLeon
2528,2418,Gordie Boggs
2528,1397,Jimmy King
2528,4534,Sean Dawkins
2528,5123,Goldberg
2528,579,Sasha
2529,8,Megan Dayton
2529,1143,Angelo Pardipillo
2529,6051,Marty OReilly
2529,1370,Bob Rueland
2529,767,Grace Briggs
2530,540,Colonel Hayes Hodges
2530,575,Colonel Terry Childers
2530,1110,Major Biggs
2530,689,Mourain
2530,799,Bill Sokal
2531,2005,Shepherd Henderson
2531,2026,Gillian Holroyd
2531,12,Nicky Holroyd
2531,6052,Sidney Redlitch
2531,2153,Bianca de Passe
2532,6053,Six O One
2532,716,Paige Stockard
2532,3307,Claire
2532,555,Mike Max
2532,4715,Cat
2533,31,Barnsby
2533,2699,Mallory
2533,1816,Miller
2533,2968,Lescovar
2533,6054,Maritza
2534,5683,Eric Von Zipper
2534,5789,B.D. Big Deal MacPherson
2534,6056,Cassandra
2534,2328,Dee Dee
2534,6055,Ricky
2535,6057,Jun 
2535,5669,Mitzuko 
2535,6058,Night Clerk 
2535,6059,Bellboy 
2535,6060,Man in Station 
2536,4482,Arthur Bach
2536,6061,Linda Marolla
2536,2833,Hobson
2536,6062,Martha Bach
2536,6063,Susan Johnson
2537,6066,Ed Thompson
2537,6065,Jay ONeill
2537,6067,Mrs. Thompson
2537,1,Rick Gassko
2537,6064,Debbie Thompson
2538,21,Gil
2538,111,Karen
2538,503,Helen
2538,2645,Frank
2538,1134,Nathan
2539,861,Dutch
2539,414,Dillon
2539,5887,The Predator
2539,6068,Anna
2539,4619,Mac
2540,845,Herbert Woodruff
2540,443,Lila Wingo Newbury
2540,710,Sally Wingo
2540,2950,Susan Lowenstein
2540,1141,Tom Wingo
2541,320,Frank Chambers
2541,534,Cora Papadakis
2541,6069,Nick Papadakis
2541,956,Mr. Katz
2541,1960,Kennedy
2542,267,Gwen Cummings
2542,567,Eddie Boone
2542,6070,Jasper
2542,918,Lily
2542,6071,Andrea
2543,614,Jean
2543,6074,David Van Patten
2543,6073,Craig McDermott
2543,6072,Timothy Bryce
2543,210,Patrick Bateman
2544,459,Rabbi Jake Schram
2544,1642,Father Brian Finn
2544,3475,Anna Riley
2544,201,Ruth Schram
2544,2497,Rabbi Ben Lewis
2545,6077,Meenah Khan
2545,6076,Sajid Khan
2545,6078,Maneer Khan
2545,4940,George Khan
2545,6075,Ella Khan
2546,121,Marie
2546,6079,Jennifer
2546,6080,Jean-Pierre
2546,6081,Sarah
2546,6082,Kim
2547,161,Edward Eddie Simmons
2547,3113,Robert Boogie Sheftell
2547,61,Timothy Fenwick Jr.
2547,1268,Laurence Shrevie Schreiber
2547,1651,William Billy Howard
2548,6085,Beaten Mime in Park
2548,6084,Ty the Rodeo Clown
2548,6086,Stenchy the Clown
2548,5555,Shakes the Clown
2548,6083,Judy
2549,6061,Sally Bowles
2549,3127,Brian Roberts
2549,6087,Maximilian von Heune
2549,6088,Master of Ceremonies
2549,6089,Fritz Wendel
2550,2110,Baby Jane Hudson
2550,2116,Blanche Hudson
2550,6090,Edwin Flagg
2550,6042,Marty Mc Donald
2551,2927,Anthea Lahr
2551,894,Peggy Ramsay
2551,5,John Lahr
2551,673,Joe Orton
2551,441,Kenneth Halliwell
2552,2117,Mame Dennis
2552,6091,Beauregard Jackson Pickett Burnside
2552,6092,Vera Charles
2552,2100,Dwight Babcock
2552,6093,Patrick Dennis - Older
2553,776,Sky Masterson
2553,4995,Sarah Brown
2553,2773,Nathan Detroit
2553,6094,Miss Adelaide
2553,6095,Lt. Brannigan
2554,3875,Tom Haver
2554,6096,Alice Cavender
2554,156,Sarah Roberts
2554,1944,John
2554,542,Miriam
2555,951,Babe
2555,2120,Szell
2555,2985,Doc
2555,4154,Janeway
2555,6097,Elsa
2556,908,Ty Webb
2556,4499,Al Czervik
2556,1861,Carl Spackler
2556,6098,Judge Elihu Smails
2556,939,Danny Noonan
2557,712,Professor Goodwin
2557,4920,Naomi Preston
2557,5772,Travis
2557,1149,Cathy Jones
2557,3840,Derrick Webb
2558,6099,Monica Wright
2558,1137,Quincy McCall
2558,6100,Young Quincy
2558,6101,Jamal
2558,6102,Kelvin
2559,757,Tyler
2559,532,Dahlgren
2559,290,Chief
2559,6103,Emmett
2559,6104,Coonan
2560,1072,Adult Trip Fontaine
2560,1474,Mrs. Lisbon
2560,7,Lux Lisbon
2560,3994,Trip Fontaine
2560,76,Mr. Lisbon
2561,333,John Berlin
2561,957,Helena
2561,113,Freddy Ross
2561,6105,John Taylor
2561,4309,Margie Ross
2562,5453,Calveros Partner
2562,2123,Postant
2562,6106,Neville
2562,2807,Calvero
2562,4709,Thereza Terry Ambrose
2563,1398,Toyoji
2563,6107,Seki
2563,6108,Gisaburo
2563,6109,Inspector Hotta
2563,6110,Mother of Landowner
2564,7,Erin Randall
2564,273,Nathan Randall
2564,6111,Barbara Chen
2564,5208,Alex Corvis
2564,6112,Peter Walsh
2565,6114,Pearl Slaghoople
2565,4138,Betty OShale
2565,220,Barney Rubble
2565,6113,Wilma Slaghoople
2565,3266,Fred Flintstone
2566,952,Novalee Nation
2566,4529,Forney Hull
2566,2403,Lexie Coop
2566,500,Sister Husband
2566,656,Ruth Meyers
2567,6115,Bellboy
2567,3495,Bob Walker
2567,6116,Bartender
2567,205,Larry Mann
2567,99,Phil Cooper
2568,1643,Mary Ann
2568,6117,Pedro Paulo
2568,6118,Acácio
2568,6119,Tânia
2568,6120,Nadine
2569,6121,Chris Remi
2569,6122,Tony Remi
2569,6123,Alison
2569,6124,Nicole
2569,6125,Burt
2570,6126,Onyx Richardson
2570,669,Evan Wantz
2570,2952,Alex Green
2570,724,Lauren Hathaway
2570,568,Rose
2571,3982,Dr. Jane Tiptree
2571,4815,Doc Smith
2571,6127,Ann Thrush
2571,6128,Sheriff Fowler
2571,1132,Fallon
2572,6130,Jesse Turner
2572,6129,Monk Brody
2572,2898,Ben Kahane
2572,3875,Maj. Tom McQuade
2572,359,Jack Reed
2573,5034,Col. Rance Higgins
2573,1754,Dr. Hodges
2573,6129,Polchek
2573,6131,Gen. Pete Mercer
2573,6132,Sanders
2574,6134,Lt. John Masterson
2574,6133,Brenda Lee Van Buren
2574,3702,Lt. Ed Flynn
2574,678,Lloyd Gallagher
2574,5319,Tom Beck
2575,1910,Belle Delongpre
2575,2185,Sheriff Earl Hawkins
2575,1257,April Delongpre
2575,6135,Perry Tyson
2575,6136,Patti Jean
2576,170,Marcus Aurelius
2576,2937,Proximo
2576,4347,Lucilla
2576,196,Commodus
2576,969,Maximus
2577,976,Kuki Gallmann
2577,967,Paolo Gallmann
2577,4522,Emanuele Gallmann - Age 7
2577,6137,Emanuele Gallmann - Age 17
2577,2046,Franca
2578,6141,Nina
2578,6140,Koop
2578,6142,Moff
2578,6138,Jip
2578,6139,Lulu
2579,584,Jesse
2579,6143,Monica
2579,6144,Birnbaum
2579,1960,Lt. Parmental
2579,6145,Paul
2580,6146,Mark Elliot
2580,6031,Rose Elliot
2580,6147,Sara
2580,6148,Elise De Longvalle Adler
2580,6149,Kazanian
2581,6150,Jessica
2581,200,Sally
2581,1623,Lewis
2581,320,David Staebler
2581,498,Jason Staebler
2582,107,Stanley Rosiello
2582,4362,Butchey Weinstein
2582,6151,David Chico Tyrell
2582,6152,Wimpy Murgalo
2582,4695,Jane Bradshaw
2583,1169,Jack
2583,6005,Caroline Butler
2583,6153,Alex Butler
2583,6154,Kenny Butler
2583,6155,Megan Butler
2584,6156,Chrissy
2584,1962,Carlo
2584,3846,Jonnie Goodboy Tyler
2584,100,Terl
2584,690,Ker
2585,6157,Jody
2585,6158,Cooper
