director_id,director
1304,Steven E. de Souza
1305,Steven Lisberger
1306,Steven Soderbergh
1307,Steven Spielberg
1308,Steven Zaillian
1309,Stuart Baird
1310,Stuart Gillard
1311,Stuart Gordon
1312,Stuart Orme
1313,Stuart Rosenberg
1314,Susan Seidelman
1315,Susan Skoog
1316,Susan Streitfeld
1317,Sydney Pollack
1318,Sylvester Stallone
1319,T. Hee
1320,Tad Stones
1321,Takao Okawara
1322,Tamar Simon Hoffs
1323,Tamara Jenkins
1324,Tamra Davis
1325,Tarsem Singh
1326,Taylor Hackford
1327,Ted Berman
1328,Ted Demme
1329,Ted Kotcheff
1330,Ted Post
1331,Terence Fisher
1332,Terence Young
1333,Terrence Malick
1334,Terry Gilliam
1335,Terry Hughes
1336,Terry Jones
1337,Theresa Connelly
1338,Thom Eberhardt
1339,Thomas Carter
1340,Thomas Schlamme
1341,Thomas Vinterberg
1342,Tibor Takács
1343,Tim Burton
1344,Tim Hill
1345,Tim Johnson
1346,Tim McCanlies
1347,Tim Pope
1348,Tim Reid
1349,Tim Robbins
1350,Tim Roth
1351,Tim Sullivan
1352,Tinto Brass
1353,Tobe Hooper
1354,Toby Shelton
1355,Tod Browning
1356,Tod Williams
1357,Todd Haynes
1358,Todd Holland
1359,Todd Phillips
1360,Todd Solondz
1361,Tom Berry
1362,Tom DeCerchio
1363,Tom DeSimone
1364,Tom Dey
1365,Tom DiCillo
1366,Tom Hanks
1367,Tom Holland
1368,Tom McLoughlin
1369,Tom Montgomery
1370,Tom Moore
1371,Tom Noonan
1372,Tom Schulman
1373,Tom Shadyac
1374,Tom Stoppard
1375,Tom Tykwer
1376,Tommy Chong
1377,Tommy Lee Wallace
1378,Tomás Gutiérrez Alea
1379,Tony Bancroft
1380,Tony Bill
1381,Tony Bui
1382,Tony Goldwyn
1383,Tony Kaye
1384,Tony Randel
1385,Tony Richardson
1386,Tony Scott
1387,Toshio Masuda
1388,Trevor Nunn
1389,Trey Parker
1390,Troy Duffy
1391,Troy Miller
1392,Ub Iwerks
1393,Udayan Prasad
1394,Ulu Grosbard
1395,Val Guest
1396,Valerie Breiman
1397,Victor Fleming
1398,Victor Nunez
1399,Victor Salva
1400,Victor Saville
1401,Vincent Gallo
1402,Vincent McEveety
1403,Vincent Ward
1404,Vincente Minnelli
1405,Vincenzo Natali
1406,Vittorio De Sica
1407,Volker Schlöndorff
1408,Vondie Curtis-Hall
1409,W.D. Richter
1410,W.S. Van Dyke
1411,Walt Disney
1412,Walter Hill
1413,Walter Lang
1414,Walter Lantz 
1415,Walter Murch
1416,Walter Salles
1417,Ward Kimball
1418,Warren Beatty
1419,Wayne Wang
1420,Werner Herzog
1421,Wes Anderson
1422,Wes Craven
1423,Wesley Ruggles
1424,Wesley Strick
1425,Whit Stillman
1426,Wilfred Jackson
1427,Willard Bowsky
1428,Willard Carroll
1429,Willard Huyck
1430,William A. Seiter
1431,William A. Wellman
1432,William Asher
1433,William Castle
1434,William Cottrell
1435,William Dear
1436,William Dieterle
1437,William Friedkin
1438,William Hanna 
1439,William Keighley
1440,William Malone
1441,William Morgan 
1442,William Nicholson
1443,William Peter Blatty
1444,William Shatner
1445,William T. Hurtz
1446,William Wyler
1447,Wim Wenders
1448,Wolf Rilla
1449,Wolfgang Petersen
1450,Wolfgang Reitherman
1451,Woo-Ping Yuen
1452,Woody Allen
1453,Xavier Koller
1454,Yimou Zhang
1455,Zalman King
1456,Álex de la Iglesia
1457,Éric Rohmer
1458,Colin Trevorrow
1459,Tarik Saleh
1460,Domee Shi
1461,Saagar K Chandra
1462,Kate Dolan
1463,Alex Merkin
1464,Jeff Fowler
1465,Joseph Kosinski
1466,Gilles de Maistre
1467,Aaron Nee
1468,Pierre Perifel
1469,Sam Levine
1470,Brad Baruh(Co-Director)
1471,Adam Nee
1472,K.K. Radhakrishna Kumar
1473,Brian Skiba
1474,Robert Eggers
1475,David Yates
1476,Joachim Trier
1477,S.S. Rajamouli
1478,Rodrigo Perez-Castro
1479,Jared Stern
1480,Jeremiah Kipp
1481,Howard J. Ford
1482,Roseanne Liang
1483,Luis Prieto
1484,Sam Walker
1485,Farhad Samji
1486,Daniel Espinosa
1487,Tony Stone
1488,Meghan Leon(Co-Director)
1489,Tyler Gillett
1490,Mark Williams
1491,Sameh Abdel Aziz
1492,Nagraj Manjule
1493,Amal Neerad
1494,Matt Bettinelli-Olpin
1495,Ruben Fleischer
1496,Peter Mimi
1497,Edward Drake
1498,AdnanIbrahim
1499,Lee Toland Krieger
1500,Kat Coiro
1501,Jaimie Selke
1502,Le-Van Kiet
1503,Vysakh
1504,Pandiraj
1505,Ray Giarratana
1506,    Alice Blehart
1507,Ahmed Khan
1508,Koratala Siva
1509,Akashsolankiofficial
1510,Dijo Jose Antony
1511,Prashanth Neel
1512,K. Madhu
1513,Ajay Devgn
1514,Emerson Moore
1515,Theodore Ty
1516,Laurent Zeitoun
1517,Oh Yoon-Dong
1518,Park Chan-wook
1519,Youngki Lee
1520,Simon Curtis
1521,Gosho Aoyama
1523,Pankaj Kumar
1524,Brendan Muldowney
1525,Cibi Chakravarthi
1526,Keith Thomas
1527,Sophia Banks
1528,James Nunn
1529,Anees Bazmee
1530,Tom Gormican
1531,Ben Jagger
1532,Taneli Mustonen
1533,    Oh Yoon-Dong
1534,    Ansgar Niebuhr
1535,    John Madden
1536,Mohamed Abdel Rahman Hamaki 
1537,    Jared Bush
1538,Byron Howard
1539,    Amal Neerad
1540,    Manuel Calvo
1541,    Phillip Noyce
1542,    Lakshya Raj Anand
1543,    Garth Jennings
1544,Christophe Lourdelet
1545,    Rodrigo Perez-Castro
1546,    Kate Dolan
1547,Jon Watts
1548,    H. Vinoth
1549,    Jay Baruchel
1550,Jared Cohn
1551,    Ilya Maksimov
1552,    Chris Columbus
1553,    Arun D. Jose
1554,    Xavier Giacometti
1555,Toby Genkel
1556,Dean Murphy
1557,    Anil Ravipudi
1558,    Anubhav Sinha
1559,Wes Miller
1560,    Alex Garland
1561,    Charles Dorfman
1562,Brian Goodman
1563,    Scott Derrickson
1564,    Chandra Prakash Dwivedi
1565,    D.J. Caruso
1566,    Mark Neveldine
1567,    Baz Luhrmann
1568,Kyle Balda
1569,Brad Ableson
1570,Jonathan del Val
1571,    Jared Stern
1572,Joel Crawford
1573,Januel Mercado
1574,Angus MacLane
